0.274689412098,0.73018883866,0.953430004962,0.402571727827,0.653868014871,0.522307295787,0.301244926726,0.010545480815,0.991445952174,0.379429518853,0.55246684785,0.318749815764,0.388597978787,0.734937344896,0.551050398926,0.525285412264,0.456399462911,0.677172262928,0.630038194252,0.255763291379,0.755638589677,0.0586309258285,0.981101371818,0.84447179474,0.71087533679,0.741027343143,0.734441874781,0.303322302544,0.192576486336,0.941190127012,0.445295254379,0.720420975802,0.594917476312,0.259263653241,0.305295737164,0.961968935353,0.0616882098913,0.880530110802,0.172463576842,0.551323527167,0.129697094027,0.378022128685,0.0658076963582,0.947328600265,0.441169455195,0.0139459633647,0.644709091196,0.695081569035,0.660023126521,0.696315209585,0.469482279392,0.531800087633,0.453091229526,0.471249494911,0.800455129135,0.339295996006,0.691363785694,0.892606197645,0.924137347033,0.066281576396,0.335713223723,0.377883961909,0.0333925031707,0.833061153348;0.321773071162,0.558716295579,0.283914894426,0.777627641676,0.510283558449,0.312270782764,0.668555523356,0.462758844982,0.115945771771,0.491916626549,0.607598835561,0.824688803687,0.954297704971,0.265982521626,0.190630793754,0.312776082549,0.683177867859,0.721030794618,0.105898580417,0.702608534916,0.110814267947,0.433698819317,0.93705282347,0.21291936548,0.440852411253,0.870558738486,0.445519726325,0.380876151304,0.617061946785,0.0413098611007,0.912633525828,0.0535493430323,0.786158357385,0.628822008099,0.496279680553,0.228327193569,0.969330282156,0.372665138225,0.238863913178,0.952052690361,0.31407009283,0.064137887307,0.202285072144,0.164802590594,0.67661915717,0.165050020146,0.699842879747,0.768909090512,0.921872832221,0.855551881612,0.903996328649,0.222074637421,0.838421615599,0.718126163337,0.946645025518,0.277685067352,0.356804280015,0.292139897454,0.569553765474,0.446043023491,0.937614429649,0.080728788872,0.426707837802,0.254173491706;0.232399491376,0.897824300392,0.177132129442,0.651912816547,0.183366342723,0.679520919799,0.125074080396,0.987655515362,0.513776074689,0.545716018966,0.0627133388973,0.0875704895916,0.526337457238,0.391206024097,0.424715487641,0.470267302692,0.479035500763,0.441365228427,0.114184292074,0.10895009172,0.196162355529,0.988197430948,0.113330836216,0.965864497876,0.526945242578,0.313362562985,0.0394744411031,0.543887003491,0.363556154535,0.502145840419,0.919046573281,0.762209339304,0.474568021068,0.243070263282,0.43964065951,0.597243293144,0.593366345026,0.305226059717,0.125865203682,0.110070180547,0.842208704771,0.916139777476,0.772829418719,0.997404483687,0.549942923367,0.115652020426,0.12249595189,0.921357061307,0.989407701851,0.876014837202,0.0156383252207,0.715066882581,0.266351910904,0.309671393757,0.535059843396,0.933222364581,0.778698163809,0.145108663332,0.1960762349,0.521003868852,0.211973107933,0.366033150842,0.260136817117,0.848028619089;3
0.649167335168,0.507212514327,0.54182123948,0.626835799038,0.936790625423,0.052873932465,0.0708137502416,0.695823642979,0.697569632671,0.0714266427132,0.743567179444,0.712863407447,0.733810600582,0.796792144283,0.48584170107,0.278321172677,0.0470389760278,0.0596023960101,0.269489994849,0.80042573024,0.532729990904,0.443667713801,0.159143410423,0.411643568152,0.522946226014,0.11095968726,0.0883677096273,0.65405282678,0.145123371561,0.989088454806,0.892106654875,0.264461130676,0.285560163089,0.760603707151,0.51845500675,0.59188624501,0.358657769268,0.45660383272,0.0319804867194,0.879052200377,0.315560268962,0.715309309426,0.561680672434,0.438351928626,0.577922356215,0.364151604807,0.613544769186,0.891326407652,0.870571910765,0.979032337856,0.866139164226,0.244392052971,0.617102438039,0.187545423524,0.0563347578263,0.911146674427,0.909813627786,0.759010752574,0.198015398776,0.726579173974,0.420325584845,0.241602367967,0.76648388437,0.924012469121;0.880573496586,0.0699477511309,0.351310806416,0.960753563572,0.313926035219,0.411033481793,0.664293657342,0.413181011846,0.400806141097,0.93413205757,0.809793097164,0.496129150779,0.596076816377,0.306703450479,0.912665395953,0.0101465274089,0.522595886785,0.309735174699,0.514054761362,0.611479537901,0.768219093823,0.0590662888807,0.0492285115821,0.0797522481334,0.908001571956,0.000403617223186,0.202481393837,0.547715697215,0.310709160424,0.337062933608,0.313359967404,0.0206379043786,0.593156014956,0.415706944849,0.346924260036,0.172899469244,0.847580702399,0.378837743129,0.930940358941,0.786345276291,0.755218175355,0.63107001419,0.501899493481,0.484041272928,0.349323992316,0.191878295442,0.875420790956,0.671618339831,0.735336064299,0.77456280175,0.847418462139,0.272801181085,0.902761654117,0.768535686673,0.647806039408,0.858159439737,0.34775727854,0.268265123067,0.822979884597,0.083294413565,0.246439626852,0.674806208527,0.139653138978,0.200343557837;0.0400460575696,0.362034551263,0.46948181033,0.651678051631,0.515502057348,0.490839427241,0.566318481758,0.53298157939,0.892371420304,0.539687903122,0.410874499453,0.643266536648,0.552565423967,0.747019489781,0.0409236948818,0.698080810566,0.148742272446,0.28810146093,0.975328929726,0.589486156869,0.185617847123,0.654815086013,0.769190736733,0.951806854216,0.453587717981,0.756720903965,0.108206981353,0.689640418621,0.726682313424,0.965703148963,0.448567464071,0.33808735107,0.298344635648,0.790379768692,0.907505752953,0.693498209816,0.976482223923,0.825945957225,0.260309502667,0.260181362652,0.841366130695,0.107014520318,0.898455616246,0.3634552997,0.511710680581,0.864617696658,0.620898526628,0.718221327195,0.828752501753,0.365716180867,0.50208790376,0.931052421158,0.778628276228,0.111478882875,0.907203104911,0.502629715999,0.164806447615,0.438084654264,0.325996906896,0.163199359518,0.915245886002,0.764907149663,0.178867058961,0.00702176181606;33
0.262025369243,0.0578232047943,0.943074369125,0.72520993984,0.645619989819,0.705920219152,0.779303431246,0.414577612264,0.58973275432,0.437868597745,0.62806386254,0.967843255401,0.671385428456,0.625027375431,0.453514686013,0.912086169126,0.00337008652904,0.045041050504,0.15891747475,0.94025491068,0.00274348132606,0.595092023826,0.268432846037,0.220804353136,0.331102185173,0.247716883814,0.86300673922,0.826423418091,0.946371612606,0.0240180544232,0.0531069655991,0.105576314093,0.981440836432,0.280469749574,0.670834846681,0.0258042552383,0.47028332105,0.308423507047,0.197623485887,0.562230430953,0.0290699004704,0.350067621926,0.252561572541,0.17586851603,0.62416751693,0.099634132704,0.671064785549,0.118183111936,0.057192941751,0.0996176576971,0.494036970404,0.9101749909,0.855563999032,0.0663553956649,0.747296644276,0.877909237277,0.635048721464,0.658451089394,0.696526853426,0.65600974,0.861268501334,0.545868708126,0.635314198484,0.551527417934;0.946731689039,0.393354142649,0.914135520475,0.452206974984,0.585079378557,0.676546612401,0.918120403076,0.496489784511,0.00719814500375,0.145936882416,0.633016528488,0.848952555312,0.785783111615,0.00738642386866,0.478780288746,0.35142405943,0.355207106544,0.764890716614,0.0964830401269,0.974999468591,0.97859716742,0.666843593014,0.164481734871,0.965218354518,0.929233258821,0.596570500386,0.47718475143,0.34306082936,0.208398753765,0.874139664023,0.591624076282,0.14979942702,0.129859023946,0.529564827587,0.99014562602,0.939365504208,0.0238066678447,0.00122299927055,0.738100286813,0.125233803671,0.222244776283,0.30788549038,0.521398810269,0.946092892132,0.415718894641,0.796746278938,0.864110410078,0.826743256789,0.145595959174,0.233384181275,0.879467159294,0.581720001972,0.0312765012401,0.601307410085,0.776457841634,0.62215117794,0.61896776121,0.0515518145122,0.57713898858,0.343444257701,0.457694094375,0.286042726161,0.626445541378,0.0440620814401;0.465110046898,0.712305777498,0.817648542782,0.368510664348,0.624610447171,0.474405974024,0.343733504937,0.101899017743,0.606366599688,0.332633150683,0.298459717833,0.656031117214,0.13349618572,0.100002304127,0.0222275909103,0.0251772858978,0.602716242686,0.913118603001,0.510606742791,0.471075517566,0.281681608348,0.63105043993,0.235671715134,0.800367353554,0.0385046066268,0.0611603769519,0.582058931228,0.519203542509,0.8948971739,0.478380938156,0.77476825944,0.24568239266,0.512121506997,0.411063610997,0.612299016748,0.595417333994,0.106462718817,0.203262085426,0.542207592082,0.526957141953,0.754710103042,0.441910366035,0.797549929011,0.549057942343,0.57687476647,0.294127645187,0.927606911087,0.129168483618,0.935817297178,0.99145499359,0.0923875912461,0.917725510982,0.538981834324,0.445226515695,0.892645857614,0.430162446942,0.811197141082,0.296563978308,0.468876912702,0.933472638187,0.0302315694642,0.257397219479,0.12799779055,0.0370252461812;92
0.298570268928,0.770624511719,0.933320552408,0.61655610756,0.807805728537,0.319773541777,0.955701922636,0.291564835702,0.775674627084,0.380099296751,0.712316121117,0.913676520821,0.835513472079,0.820984885878,0.01073886437,0.399240936804,0.846252759639,0.0691828190857,0.261304235831,0.264232606313,0.530307376405,0.697868376065,0.463009205463,0.149821184481,0.369148530531,0.53802776034,0.214076131804,0.129777877321,0.249805262769,0.981847699383,0.495851216655,0.423217904866,0.311703922573,0.686027700154,0.0316966326467,0.475268739336,0.526047962012,0.282179173736,0.642776085181,0.738762068768,0.586215455255,0.331590621507,0.167683295685,0.78915461326,0.517851509335,0.0175272293959,0.953771521998,0.0210069390382,0.240254418913,0.839824410698,0.552888062879,0.562634076145,0.147955221692,0.514397468995,0.39560067242,0.89413223116,0.70935855984,0.956679222806,0.156972659723,0.0435954028569,0.755744764085,0.985143479149,0.604218805817,0.793479906483;0.483565179202,0.585130282324,0.617146852294,0.80690344688,0.520135328122,0.423041135512,0.797492522397,0.881396906599,0.472813063841,0.748094835807,0.943738534153,0.918368597183,0.38808491371,0.966187401875,0.940683612588,0.428371874125,0.682818530138,0.0545355120512,0.139445740211,0.955104366554,0.811364956388,0.794808905138,0.775084140702,0.267213128756,0.141317160827,0.541003791385,0.216499981656,0.776314700979,0.293850961909,0.175000567559,0.0417645840259,0.47721437228,0.31944065315,0.527389048661,0.289891161462,0.437441373433,0.967055153631,0.52626521293,0.758461336344,0.156458701989,0.701247293405,0.553916035115,0.471524011611,0.815667039459,0.190673284096,0.139002876129,0.127762773532,0.140787826443,0.39322599848,0.929802023805,0.866267102625,0.794425377332,0.931606227393,0.75795746322,0.0529752432111,0.676766681847,0.444495384104,0.591576196783,0.0349099145253,0.611663778735,0.966953444864,0.742682280876,0.144434329566,0.513180938129;0.367420262684,0.108747277734,0.649238544315,0.253961204645,0.188562298075,0.429703414606,0.486481775287,0.308617830876,0.349441904566,0.714609370142,0.723536352112,0.457966328516,0.556420592894,0.489724203014,0.779909113916,0.655514637389,0.701267201545,0.120003247947,0.109562961885,0.799798826398,0.859165208122,0.233117948408,0.95396979843,0.553835057307,0.719887373157,0.911376800033,0.488849143729,0.74183651222,0.638186363962,0.384896744931,0.197716464524,0.866141403928,0.087676731572,0.779095485154,0.740968564032,0.966565545283,0.23690306489,0.217269866801,0.966158259826,0.733305014023,0.71114941025,0.0545572121997,0.274389633054,0.437330443117,0.236150824329,0.806376866782,0.120986815727,0.927151027152,0.308645722675,0.254302413383,0.394536069781,0.178034866331,0.757952205488,0.877949438908,0.0564615662344,0.843866381428,0.141943363534,0.359371902102,0.0321164468697,0.843632132497,0.0865384881951,0.51309736069,0.710281318633,0.186249266914;97
0.25438096939,0.896888202149,0.628706422156,0.362868589069,0.556025391547,0.762375895855,0.0917606699653,0.938113571167,0.850617094687,0.120298377771,0.828356697573,0.168320049236,0.203622938323,0.759410153778,0.246138311042,0.0040282263035,0.637712501926,0.223292047643,0.701547772967,0.157981402469,0.185550849194,0.181020338298,0.76432195923,0.131163838107,0.945835375471,0.918537992968,0.00720119068166,0.964575247221,0.657282806229,0.996085970182,0.210720203988,0.904500827108,0.0219514811827,0.738174335449,0.409333055577,0.430976250666,0.988048262045,0.254119537503,0.574676201475,0.865517712025,0.990516695772,0.385372863175,0.0404323190601,0.772467334412,0.86973188319,0.469019498882,0.040601781065,0.114335594497,0.0729568447762,0.390009157588,0.736458590511,0.187063554752,0.819821376463,0.161403176749,0.593191417875,0.469937471638,0.0592695294897,0.305606345949,0.126701728824,0.248208101798,0.0945491035922,0.453626158486,0.777970555993,0.455639472666;0.847709418254,0.4514001307,0.182502925668,0.306614353525,0.830773668984,0.327147002536,0.42343948311,0.0766766501325,0.600561587642,0.129256975259,0.209304770849,0.737711005833,0.755629169869,0.922698537445,0.27536905561,0.740011016254,0.736406427375,0.76414858125,0.996331544147,0.935848879378,0.892835844263,0.992871804561,0.085025765109,0.329500752744,0.564754410166,0.460855847858,0.968906984887,0.924588317445,0.984883927584,0.621650928364,0.738325676822,0.140387836422,0.992884297692,0.389955179266,0.212480011423,0.397912944859,0.965634823863,0.476319881745,0.113620635317,0.374253247469,0.230547147353,0.313986844855,0.656212366347,0.26886734843,0.00245248433474,0.0500547466843,0.81543607742,0.614574322729,0.0199595689034,0.506939392962,0.0799150494734,0.0574058127507,0.0318881163635,0.272965980732,0.191875606155,0.174399499832,0.239215071673,0.112640260489,0.871353402464,0.860558510543,0.38106801211,0.963272341998,0.38012584029,0.166426209528;0.837971387657,0.246262286389,0.492204172862,0.161616927617,0.155214240023,0.240645216705,0.494282543396,0.374801151917,0.838255195336,0.486597365978,0.604901628819,0.767810746547,0.76905586057,0.0484704588244,0.86571316086,0.348155456276,0.864441108582,0.93636209335,0.288896060544,0.174269424685,0.868933835875,0.142766142004,0.586978406834,0.828014949572,0.320541665527,0.741380126962,0.4728531649,0.519376969877,0.905813888497,0.189185722537,0.213329429426,0.892766062038,0.680023037255,0.851716925041,0.45531777022,0.170240405434,0.525149849235,0.0356509638352,0.307123160779,0.592798964858,0.300116926872,0.470943705924,0.00311816889391,0.862527890232,0.765411978134,0.83925117447,0.360438764056,0.775703534277,0.519283720288,0.768584847596,0.925244583589,0.00427489581177,0.238150563947,0.928541140911,0.363572336131,0.342907299153,0.240787719452,0.20868587276,0.198839030282,0.773653433821,0.283833114722,0.873586974453,0.909796324769,0.78125153853;44
0.331349316448,0.375915376359,0.383488611165,0.230613698859,0.679385785339,0.167906400611,0.853940287498,0.0495909920885,0.513125744558,0.692261653445,0.771517634423,0.851060671846,0.703665732995,0.197155384177,0.619084386283,0.879187076721,0.843717962963,0.14439984314,0.341300261136,0.172323782466,0.798126800324,0.445852357103,0.915059877433,0.827839351524,0.769851631895,0.434120120404,0.245071128687,0.832447984194,0.208792344118,0.0136291693008,0.988255743918,0.347502647189,0.091244451715,0.776275911927,0.00748657382458,0.626811929802,0.918785388403,0.75554463332,0.306597362625,0.817633054475,0.402548648917,0.911947187759,0.864197320321,0.292669472301,0.795236017792,0.802371692103,0.703439132877,0.462919124489,0.058672551835,0.739287250027,0.0166253606446,0.217744363918,0.151216645181,0.318539729061,0.7921963287,0.487292241371,0.406238319862,0.387171988033,0.477171438058,0.0732370155316,0.871236600886,0.123467620793,0.953142826742,0.0913126761691;0.672028291593,0.258960968508,0.431999453327,0.922434125863,0.881619922148,0.81294167386,0.903937292287,0.770186797923,0.781151565548,0.577226779753,0.0658406933273,0.103840477682,0.43350792902,0.528304557219,0.59054644478,0.696589625716,0.865781831445,0.44465392961,0.980612884626,0.292546085534,0.794120154164,0.297960820985,0.53624236455,0.773936223916,0.785826033653,0.633662688115,0.308431399712,0.275128625286,0.216495521237,0.852760029136,0.0697918257397,0.055636134101,0.874016153008,0.0435593955881,0.863146591761,0.445400299695,0.79233338431,0.490664989874,0.646949088763,0.633309700587,0.959496975698,0.898544430674,0.968830969037,0.158333002694,0.221368688128,0.264113589441,0.834990697034,0.408746736468,0.821262280048,0.331443292804,0.540521392776,0.32807165743,0.790271154468,0.770306758153,0.0535214298853,0.889289372736,0.793345615914,0.842421445769,0.144013354274,0.119146330561,0.370177499265,0.940086103774,0.839882348302,0.132617021456;0.89316257999,0.954486604647,0.227693142958,0.138949528391,0.261577569693,0.496141012218,0.488631312126,0.513258176982,0.975419966841,0.249336248224,0.145231312309,0.153827622406,0.670063363798,0.611056405799,0.467434703969,0.890296267175,0.138941251769,0.495172781659,0.623563860914,0.40328514955,0.275288327142,0.128428208456,0.257377014379,0.00205285486,0.609102235852,0.724808435381,0.00988119678693,0.599995772605,0.245916203738,0.339599944032,0.00211675632563,0.398153949084,0.481371138893,0.960190891593,0.37695211946,0.848784224957,0.0165532492311,0.420157332931,0.902021097823,0.542648263166,0.533612416753,0.504093813641,0.855625402075,0.368672830632,0.652468909618,0.708315671737,0.218946372645,0.975826801462,0.666553814622,0.11320004655,0.512098023712,0.786916781443,0.741851056824,0.970104035228,0.447997433288,0.053941334119,0.499767225099,0.0856040398005,0.692244067639,0.233191977544,0.080890325768,0.795045141584,0.14638586784,0.373644132472;58
0.439340087064,0.438037791625,0.99074332854,0.156812994194,0.354573041549,0.200804267025,0.26880978855,0.612763583933,0.0115691351117,0.87186794142,0.604733686397,0.854891164093,0.308073618899,0.0578969611143,0.3345047099,0.744577488464,0.414874372186,0.826377891606,0.986534329111,0.877383559743,0.520799293933,0.200517629843,0.993615947675,0.904464682288,0.278921884125,0.358576651575,0.289491225758,0.609271487833,0.680893523934,0.448592496838,0.740590266076,0.702969473365,0.32187333382,0.988086513123,0.351383135247,0.632413927428,0.395426233594,0.686104242109,0.0429011108576,0.21993902795,0.548115997307,0.81559426097,0.725541298948,0.173024748565,0.0680776759167,0.236852868031,0.212090122522,0.618186255241,0.841664986964,0.488184354761,0.77064345271,0.150027296026,0.846472131476,0.010292729439,0.5720785366,0.484251822386,0.705783656683,0.875818169101,0.0097639894407,0.930675087225,0.0437279406507,0.321139683995,0.221141293853,0.0975126565865;0.623191375287,0.75137890903,0.694315453484,0.193498096113,0.159307846738,0.3276581428,0.655613295958,0.470246368586,0.713310953573,0.43725713887,0.840719997899,0.357270864718,0.0479704418326,0.447495525586,0.778244940413,0.0880472169512,0.92426503107,0.367047453368,0.713473983843,0.424285345152,0.132537820873,0.617185452634,0.680852688319,0.205250078083,0.34809812604,0.453684468745,0.572626563041,0.963869437608,0.825976901008,0.531650792552,0.993982635864,0.139020146375,0.667059524692,0.769799411295,0.158769494743,0.41560109852,0.197284403829,0.719980571476,0.0876169383646,0.76896208079,0.268585599937,0.0604005585408,0.893470561886,0.783985058456,0.916107115137,0.0100006854396,0.623931902118,0.713805812392,0.462452108533,0.755388705913,0.536146804177,0.94950262914,0.124738430151,0.902524293875,0.814370593674,0.737013931012,0.350167494733,0.891910401017,0.614874609054,0.651447797976,0.367759460974,0.681787201151,0.808763283013,0.329541779073;0.866734398145,0.879683910775,0.609575173615,0.437229084185,0.019193529057,0.363970743156,0.598062349005,0.181316636789,0.524120022755,0.45236753578,0.742220511196,0.789690362602,0.860768435382,0.0563523514926,0.397549413209,0.563249139969,0.142039583196,0.965557546132,0.792964943336,0.144981767062,0.0403323116896,0.222259882428,0.451829726862,0.628618098604,0.249057275513,0.878448649847,0.272979048766,0.872529851187,0.858766302732,0.0628248985467,0.619387510903,0.915632461437,0.168581408302,0.932718748136,0.134657393334,0.708370190638,0.845972183369,0.139208782475,0.407844017928,0.16917996243,0.380046354676,0.409506791973,0.996947137431,0.451515591551,0.939061009273,0.573256664785,0.532199429936,0.856987092097,0.549166437397,0.540195582906,0.0188226587597,0.199399765599,0.106617967938,0.965442363537,0.00107574369116,0.624346830551,0.404618164342,0.996574738006,0.203406617866,0.0620024958445,0.475665792106,0.75558739981,0.40377947896,0.522311621081;15
0.92515078255,0.902397620069,0.985913702573,0.730228213127,0.766972758237,0.405526168043,0.51955074368,0.795025944606,0.106984380398,0.207246090278,0.278816491917,0.248113514322,0.65529341665,0.158392782929,0.565269186068,0.0228110828958,0.620469244481,0.143901588081,0.553036193205,0.872049292223,0.87551066904,0.0810912510409,0.89484364922,0.443841067785,0.371275171515,0.706081551043,0.0750757710457,0.985191341915,0.350613382571,0.0172271458456,0.268484193358,0.0558310885214,0.343334217201,0.143065212648,0.962901636584,0.773551172425,0.19787762029,0.211234766573,0.0566950999466,0.93470100496,0.409132263409,0.0120932155334,0.505166302788,0.78558908802,0.577205213864,0.150234561973,0.615907052816,0.976763356219,0.593269740251,0.588893745526,0.624234368644,0.637073692797,0.577024192747,0.862851316094,0.832618278485,0.195473808105,0.67690453315,0.0227085535552,0.821386646555,0.913651243831,0.115782777699,0.289024884319,0.506738322998,0.578470859032;0.368522499128,0.139367134474,0.458645095091,0.412713863034,0.66412480464,0.597742321172,0.0511155870496,0.50697376933,0.159748748757,0.219724702824,0.674376087689,0.882429322222,0.481013074683,0.599204962133,0.23127851974,0.906109034869,0.686917352688,0.383044073963,0.644510109469,0.894700885737,0.381517931827,0.77835242665,0.18976988805,0.559560075582,0.547233615136,0.630362467267,0.44301701957,0.668449779565,0.06545340185,0.144689261352,0.987851190634,0.259895985627,0.635778311722,0.221456827872,0.266253533564,0.148570265979,0.2097239811,0.441193351941,0.612313871107,0.487492994072,0.532870585198,0.0659887448021,0.573243432496,0.657102787956,0.539313483201,0.209587651538,0.772311109224,0.624603146529,0.872604903301,0.477690356096,0.762230969374,0.314151748419,0.60401657628,0.858848435175,0.805658980909,0.161502600625,0.186898511682,0.725055605934,0.722103048808,0.636222996753,0.587619777099,0.323989809864,0.124605102664,0.662183852701;0.285168632994,0.793050195872,0.192362850418,0.382883306613,0.849528025626,0.881200954544,0.190588724749,0.0936090288426,0.189041610339,0.905488436756,0.121924963319,0.722261461816,0.583511769794,0.00953368374644,0.295062045613,0.301888602048,0.750225387193,0.371973719129,0.0459343135703,0.322419165052,0.698298202116,0.489140130925,0.122206460799,0.875594981272,0.679205468189,0.466203018798,0.0592436649237,0.350208843726,0.665040857965,0.180927610714,0.761119223594,0.482131841416,0.106168100777,0.320724664333,0.298544334154,0.494602681765,0.173838781952,0.366673346654,0.719098693792,0.578923308255,0.860553665492,0.288591627636,0.162294936983,0.921686232136,0.721886468005,0.633001399386,0.631339661369,0.062042823239,0.375266732255,0.213961513055,0.566667150565,0.621257668588,0.346169804681,0.890149938408,0.254458991429,0.960537869065,0.369474469931,0.2894915445,0.436836742574,0.335582057097,0.36107141593,0.210791004643,0.890820295934,0.819676651843;48
0.700907039674,0.197155934874,0.564441508093,0.304899909222,0.742011297175,0.482826193927,0.696312996299,0.600247744923,0.319351793497,0.603106470568,0.378805012644,0.2671893404,0.14463594996,0.974888035083,0.883234124789,0.09288438248,0.0598387698649,0.319406754763,0.343742837894,0.0673997757865,0.095021653311,0.536939996282,0.0244063803046,0.10570377728,0.748458014924,0.212283169386,0.453066845396,0.122976098444,0.93783310197,0.493042238678,0.180107765845,0.376338449479,0.379885929389,0.333037259472,0.342601488644,0.159266247538,0.146565963543,0.899506481578,0.601565435945,0.950553618188,0.269454618956,0.126615821483,0.611373094102,0.169471523832,0.199652575569,0.771546909562,0.342785145921,0.882956275689,0.704871306132,0.549151999238,0.14814513616,0.601600873824,0.300727543358,0.834031736548,0.984421640381,0.788436830767,0.906776227757,0.736077194187,0.971327946346,0.290189149652,0.803734552617,0.502240720373,0.894678061195,0.953227685764;0.380056504868,0.855036382351,0.798106212154,0.965186230658,0.55480550508,0.463600245919,0.957318496128,0.611689115995,0.143077116865,0.0485520824753,0.821372493288,0.712413088624,0.0817051829679,0.771409371725,0.0652515026728,0.551735829201,0.277660712949,0.779500799458,0.488129339831,0.835794861252,0.764646339485,0.0849125531224,0.388046800695,0.675247594164,0.426188790003,0.898314306144,0.823875403671,0.338989601046,0.638495739749,0.419216002519,0.605424552796,0.611141293432,0.471442341797,0.619474523869,0.874829471444,0.281683944027,0.963678602909,0.270287808158,0.102056045784,0.988190986799,0.9636741048,0.775772869454,0.21278186625,0.269338551346,0.615769685457,0.41957014447,0.744238760792,0.475738899142,0.908445554139,0.32556350344,0.308253720666,0.929126757879,0.530975560172,0.619216537023,0.426394400365,0.544983439064,0.464343328516,0.299352513121,0.96769550027,0.900179801344,0.745275879011,0.435116095784,0.689403415759,0.538714485031;0.552032762604,0.109397279325,0.734522996773,0.201071668921,0.144638288459,0.0771862049901,0.409948300226,0.695495828172,0.291420848404,0.301254209811,0.310244572266,0.0710702356444,0.418882933351,0.630514350214,0.526484881453,0.51653923014,0.178751122124,0.717460082649,0.198104948259,0.849147636683,0.532589130741,0.262675822973,0.845048659472,0.937950920765,0.115205955492,0.196217355033,0.79883277995,0.839911529543,0.9351982448,0.653691881257,0.709715132942,0.398416373092,0.656719574649,0.664616311158,0.86266138862,0.379330315619,0.522025225213,0.646716904426,0.691050832865,0.493576504264,0.355300007439,0.24858966498,0.687817745854,0.0868305584764,0.886282553059,0.104358002194,0.519357925213,0.361831486855,0.292506251093,0.274794421649,0.378271207445,0.734035542583,0.262137891101,0.860643458078,0.882842743454,0.398591963103,0.595364865001,0.099404646527,0.730451566119,0.020330238589,0.226834749525,0.129810714446,0.282272205867,0.561310344924;57
0.119929119932,0.463995614702,0.264900797427,0.604297369571,0.335097703948,0.558020888532,0.792539177147,0.903043450515,0.783196918384,0.475622548043,0.267288412367,0.231308218221,0.483011042371,0.355815429202,0.750631511271,0.181766919684,0.677528938007,0.144836665585,0.778754754111,0.0294295084733,0.457752662627,0.83009778176,0.478502365339,0.935283223526,0.364382789641,0.14997696387,0.919876750389,0.96336457827,0.330625457398,0.479124340749,0.56040569883,0.330179424439,0.0301456076539,0.687346376637,0.74073156678,0.776688861193,0.113835163494,0.778478459008,0.212966383913,0.563462432058,0.423825755789,0.386515687962,0.276488638933,0.456837393767,0.353660790774,0.0466381256784,0.881859145845,0.414957615624,0.985448060777,0.104507092604,0.764633501247,0.80865038284,0.770209621642,0.0730998260417,0.155185774423,0.257540351682,0.596507040013,0.655968824151,0.613046333374,0.113288343391,0.0244605110123,0.587437501781,0.643576533543,0.320863267379;0.650460922079,0.822599343385,0.377940657132,0.0273253808794,0.942980765955,0.145014478941,0.335702293832,0.746200336331,0.56309190179,0.938007399786,0.645191298104,0.111551073893,0.119314794704,0.284081355801,0.526667996466,0.933494330536,0.450818816662,0.518126409674,0.603669419517,0.520882596753,0.49037990612,0.8875925486,0.969955983171,0.865340643354,0.20489726186,0.530289604611,0.744259461505,0.562636831318,0.116094171797,0.599628753107,0.098639020712,0.112130907373,0.90089775719,0.201218617873,0.686399778288,0.552185680263,0.485209534441,0.406482124216,0.393203807481,0.392118868595,0.662007860081,0.793692838172,0.141233358074,0.449658029468,0.703115400877,0.773920553716,0.738577455286,0.708924798397,0.578275898857,0.0490614509884,0.521981006829,0.332595480343,0.489555110753,0.921629698467,0.422922699922,0.650447388667,0.520402739343,0.787650172511,0.627595176656,0.881331944469,0.423658724571,0.238049103004,0.346959548576,0.495027704321;0.0366918145591,0.0164559707086,0.587691826404,0.851674292667,0.897076921141,0.335149712415,0.797355309245,0.0430177963207,0.248713551955,0.349386888437,0.676232011123,0.145746545818,0.996242554419,0.884391404287,0.50457051687,0.247891175622,0.855161480393,0.548427713988,0.272880386689,0.372625750198,0.905624340268,0.835006915569,0.467684318977,0.717719904322,0.51964856694,0.773224571002,0.103904881744,0.155449768415,0.884126817924,0.000488146185658,0.0144812113912,0.126303562679,0.928926038942,0.461424208149,0.492189630895,0.657209928796,0.654183697632,0.91182320321,0.419463156039,0.5293584507,0.776991091253,0.200764678521,0.594905926429,0.859559217901,0.196326866689,0.720565574899,0.760921186599,0.997668626236,0.408197615769,0.137473126811,0.0388925695896,0.981705394758,0.262981346972,0.356686238286,0.235598165592,0.225891686447,0.970724383438,0.0492813199468,0.267652966116,0.495784378053,0.193735927669,0.82358234002,0.304296729602,0.383166852002;11
