1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,211122,211122,211122,211122,211122,211122,211122,211122,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,24011,211122,211122,211122,211122,211122,211122,211122,211122,211122,211122,211122,211122,211122,211122,270044,205025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000043,27,4,2,4,1,2,0,4,328301,6410,233148,206117,121422,0.98971260954681,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4526,4526,4526,4526,4526,4526,4526,4526,4526,4526,4526,4520,4280,6300,4526,4526,4526,562,4281,4281,4281,4281,4281,4281,4281,4280,4526,4280,4281,4526,4281,4281,5312,4526,4526,4526,4520,4520,4526,4526,4526,6261,4281,4526,4526,4526,4526,4526,4279,4282,372821,372821,372821,38298,38298,38298,38298,38298,38298,38298,37562,87406,87406,79004,372821,372821,372821,398776,443925,443925,443925,443925,443925,443925,443925,280115,372821,280115,49293,49293,49293,375286,81744,372821,372821,372821,395821,395821,38298,38298,38298,381415,365932,37562,37562,37562,37562,37562,289655,334642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000046,47,6,2,6,2,1,0,2,375015,4281,150417,154167,49293,0.9967383669355855,1,0
1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,11435,11435,11435,5798,11435,11435,6338,4307,4307,4307,9467,9447,9447,9447,9461,9461,9461,9461,6980,6980,6980,6980,4435,4435,4435,4435,4435,4435,9447,9447,9447,9447,9447,9447,9447,9447,9447,9467,4263,4541,4541,6421,9447,9447,9455,9455,9455,9455,9455,9455,198616,317143,317143,317143,317143,317143,22838,223302,223302,386471,343236,353787,318038,318038,360736,360736,360736,360736,360736,360736,360736,360736,88078,88078,88078,88078,88078,88078,305088,305088,305088,305088,219256,219256,219256,219256,101997,84523,388700,353787,191925,376599,287931,287931,374225,374225,374225,374225,374225,374225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000060,0,9,1,3,0,3,0,1,383061,9447,171576,155927,370226,1.000017258711712,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6172,6172,6172,6172,6172,6172,6172,6172,6261,6261,6261,4282,4282,4283,4283,4282,4282,4282,4283,4283,4283,4283,4283,4283,4283,4283,4284,4283,4283,4283,4283,4283,4283,4284,4284,4284,4284,4284,4284,4284,4284,7889,2199,6172,6172,6172,6172,6172,6172,6944,301464,301464,301464,301464,301464,301464,301464,301464,146115,146115,146115,396477,396477,186516,186516,180281,180281,180281,270945,9652,45674,251286,270945,9652,9652,270945,258234,251286,9652,9652,9652,45674,9652,145374,50968,50968,50968,50968,50968,50968,50968,145102,305096,301464,301464,301464,301464,301464,301464,52121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000074,0,3,2,3,0,3,0,3,658438,4282,72281,84763,0,0.9965013385619039,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6261,6261,4282,4282,4283,4283,4282,4282,4282,4283,4283,4283,4283,4283,4283,4283,4283,4284,4283,4283,4283,4283,4283,4283,4284,4284,4284,4284,4284,4284,4284,4284,7889,2199,6172,6172,6172,6172,6172,6172,6944,6261,4520,7889,7889,7889,7889,7889,7889,7889,146115,146115,396477,396477,186516,186516,180281,180281,180281,270945,9652,45674,251286,270945,9652,9652,270945,258234,251286,9652,9652,9652,45674,9652,145374,50968,50968,50968,50968,50968,50968,50968,145102,305096,301464,301464,301464,301464,301464,301464,52121,311257,18595,270744,270744,270744,270744,270744,270744,270744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000074,0,3,2,3,0,3,0,3,630659,4282,107191,125193,0,0.9828090837172525,1,0
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4629,4629,4629,4629,4629,4629,4629,4629,6183,6183,6183,6183,6183,4505,4505,6183,4629,4629,4836,4836,4836,6554,6554,4629,4629,4629,6261,6261,6261,4643,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,1665,6183,4629,82602,161826,219691,161826,161826,53723,103651,103651,394855,88495,88495,88495,88495,458191,458191,347284,161826,161826,103651,286084,161826,181325,613,103651,103651,103651,338698,338698,338698,14174,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,347284,247789,213511,103651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000115,0,3,2,3,0,3,0,2,436606,6183,200887,159638,0,0.9966446622608988,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4385,6251,6428,6428,6428,6428,6428,6428,6428,6418,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,8224,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6433,6407,6407,6407,6407,4385,4345,4385,110208,80080,90349,91211,91211,91211,91211,90349,15511,346410,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,218972,219376,219376,219376,219376,219376,231038,219376,219376,219376,219376,219376,231038,219376,219376,15511,337365,337365,337365,337365,61593,389190,25519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000117,0,10,1,4,2,3,0,0,845531,6418,264345,230083,378269,0.9964759855915253,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11480,4520,4520,4520,6251,6251,6251,6251,6251,6251,6251,4505,4505,530,2321,11435,11435,11435,11435,11435,11435,11435,11435,11435,11435,11435,11435,11435,11435,4505,4505,4505,6408,6408,6418,6418,5868,10845,4374,6418,7857,7857,6109,5966,5966,5966,6418,6164,6164,6164,316204,80681,80681,80681,74572,74572,74572,74572,74572,95776,95776,399291,399291,240323,385048,414715,353787,353787,353787,353787,353787,353787,353787,353787,353787,353787,353787,353787,353787,120536,448075,92892,388911,388911,12284,49166,377154,335394,448734,49166,263287,263287,398423,330599,330599,330599,49166,79302,79302,79302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000151,17,3,2,3,1,3,0,3,823006,5539,222268,82429,0,0.9828189109563539,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6407,6407,6421,7211,7211,7211,7211,6261,4280,4284,6261,6251,4280,4520,6261,4284,6261,4520,6261,6261,4280,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,5753,6423,6423,6426,6426,6426,6426,2146,2146,2146,2146,6261,6261,62439,62439,145504,8806,8806,8806,8806,146353,146353,146353,146353,136666,63952,2144,2144,178188,146626,2144,2144,2144,63952,173503,173503,173503,166244,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,41931,41715,257109,257109,257109,257109,257109,247197,247197,247197,247197,41441,41441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000164,0,3,2,3,0,3,0,3,664942,562,396654,31817,0,0.9911410856159523,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4280,6261,4280,4282,4282,4282,4282,4282,4282,4282,770,562,4280,1665,4280,4281,6261,6261,4283,4283,6261,6261,4283,6261,6261,4283,4283,4283,4283,4283,6261,5950,562,770,6142,6142,6142,6142,6142,6142,6142,9344,9344,9344,9347,9347,9347,9347,9347,9347,186516,186516,186516,18595,18595,18595,18595,18595,388946,82527,146115,191219,143325,127867,247789,248033,249390,82527,339374,339374,146115,76298,76298,76298,186516,186516,186516,186516,186516,186516,186516,146115,78470,146115,315482,315482,315482,315482,45171,45171,45171,172369,172369,172369,116198,116198,116198,190425,190425,190425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000165,5,2,2,2,1,3,1,3,836889,6261,118601,28529,82527,0.9968882609898402,1,0
