2	51	13883
2	52	11690
2	53	11351
2	54	10300
2	55	8983
2	56	6152
2	57	5955
2	58	4616
2	59	4337
2	60	4147
2	61	3923
2	62	3782
2	63	3735
2	64	3644
2	65	3579
2	66	3312
2	67	3301
2	68	2927
2	69	2720
2	70	2686
2	71	2654
2	72	2619
2	73	2584
2	74	2547
2	75	2397
2	76	2382
2	77	2120
2	78	2119
2	79	1990
2	80	1972
2	81	1948
2	82	1868
2	83	1792
2	84	1740
2	85	1638
2	86	1594
2	87	1559
2	88	1553
2	89	1519
2	90	1471
2	91	1438
2	92	1411
2	93	1407
2	94	1373
2	95	1363
2	96	1342
2	97	1337
2	98	1332
2	99	1330
2	100	1315
3	101	13176
3	102	662
3	103	493
3	104	431
3	105	403
3	106	354
3	107	269
3	108	236
3	109	215
3	110	215
3	111	212
3	112	193
3	113	187
3	114	167
3	115	163
3	116	154
3	117	151
3	118	142
3	119	142
3	120	125
3	121	111
3	122	108
3	123	104
3	124	99
3	125	98
3	126	94
3	127	89
3	128	89
3	129	86
3	130	85
3	131	84
3	132	83
3	133	83
3	134	77
3	135	77
3	136	76
3	137	75
3	138	72
3	139	72
3	140	71
3	141	70
3	142	70
3	143	70
3	144	69
3	145	68
3	146	67
3	147	67
3	148	66
3	149	66
3	150	65
